,Video Id,Title,Description,Category
1998,Ix4EnU-sATQ,A Flexible 3D Printed Drone That Can&#39;t Break,Music: RETRO Xcape - Lahar Russian Dance - YT Library Broke - Soyb Scheming Weasel - Kevin MacLeod.,manufacturing
1999,zlgR3rHg4p8,How to STOP Elephant&#39;s Foot on your 3D Prints,Elephants foot can ruin your practical prints and is really annoying to deal with! In this video I'll show you how to improve 3D Print accuracy by mitigating ...,manufacturing
2000,_atw3e0nIrg,3D PRINTED CNC CUTS METAL (from scratch),It works! The 3D Printed CNC MkII is finished and it works beautifully. I made a test cut for an HTD5M 100 tooth gear in less than 45 minutes in 6mm aluminium ...,manufacturing
2001,k8mzMDLqENA,Is 3D printing worth it?,A few real-world workshop examples that make use of 3D-printing. I hate how 3D printers are always advertised with the things they can make. Mostly figures or ...,manufacturing
2002,pPQCwz2q96o,Satisfying 3D Printing Magic illusion,What shall I print next? Leave a comment And thank you very much to all my Subscribers! Good entry level 3D Printer which I recommend ...,manufacturing
2003,-RgI_bcETkM,Scientists Use 3D Printer and Living &quot;Ink&quot; to Create Body Parts,"Lawrence Bonassar, Ph.D., Associate Professor of Biomedical Engineering, describes a cutting-edge process he has developed in which he uses a 3D Printer ...",manufacturing
2004,TdXxogp63sg,CERAMIC 3D PRINTER LIVE! Cerambot Eazao Unbox &amp; First Print,"-------------------------------- Want to send me something? -------------------------------- 3D Printing Nerd PO Box 55532 Shoreline, WA 98155 USA Music provided by ...",manufacturing
2005,zO6dmua_B0k,3D Printed Blasters Make Nerf Obsolete,"If you have a 3D printer, you can build blasters that crush Nerf guns to dust. Buy my awesome Nerf tactical gear!",manufacturing
2006,Uy5ywUbK_og,3D print toys Glock 17 new,If you like my video please help me like and share Click to subscribe and small bell. thank you. : ) A lot of people ask me where to buy the spring. Amazon sells it.,manufacturing
2007,IUp3oCGZOzk,3D Printed Aluminum Intake Manifold - Laser Melting Process,"**** ABOUT PAPADAKIS RACING: The Papadakis Racing team began drifting in 2004 and is the most winning team in Formula Drift history, earning the 2015 ...",manufacturing
2008,XEOzj32mp7Y,Foldable General Lee print on prusa,"The Dodge Charger is a car that has been loved by so many people. That's why it appeared in many movies and TV shows, and one of them is . In this TV show, ...",manufacturing
2009,YKeImuJpxow,Easy lost PLA metal casting │ How to turn a 3d print into metal,Welcome to Robinson Foundry. In this video I will be using the lost PLA shell method to turn a 3d print into an awesome solid aluminum casting. I started by ...,manufacturing
2010,o6N7IJfzT8Q,Top 10 3D Prints to 3D Print for your 3D Printer (on your 3D printer),"Printer, upgrade thyself. Thanks to Thangs for sponsoring this episode! Download (most of) these models below. If you have a 3D printer, the most useful, ...",manufacturing
2011,DUMVvb7igAw,Would You Live In This 3D Printed House?,"- - - - - - - - - - - - - - Last week explored Cheap Old Houses, this week we are exploring houses of the future. Traditional stick built homes are becoming a thing of ...",manufacturing
2012,fNcBXWirC8s,9 3D Printing Timelapses / Octolapses On the Creality Ender 3 3D Printer,3D Printing timelapses / octolapses on the creality ender 3 and Biqu B1 3d printers. Here are some of the things i've recently printed! i hope you are inspired to ...,manufacturing
2013,p_ZbTD-2keo,$0 HOUSE! Startup Seeks to Print Houses for $0  [WASP 3D],Wasp is an ambitious startup aiming to change the world with 3D printing by providing housing at null cost to the people. Using materials they gather from the ...,manufacturing
2014,y8fbqJ-Bp1Y,What It&#39;s Like to Live in A 3D-Printed House | Mashable,Tim Shea went from not having a home to being one of the first people to live in a 3D-printed house. And he won't be the last: The company behind Shea's new ...,manufacturing
2015,uRmoowIN8aY,Derby the dog: Running on 3D Printed Prosthetics,"See how unique, custom 3D printed prosthetics allow Derby the dog to run for the first time. Link to the follow up video: ...",manufacturing
2016,u6Z7CEAPVis,Can I 3D Print over 140 Tabletop Minis in One Weekend?,"I was challenged to try and print 100 tabletop minis in a 72 hour period, and you know, if you have enough 3D printers, anything is possible. ;) 30$ Discount Link ...",manufacturing
2017,PgDJlLqeTdo,Cool Prints // 3D Printed Compliant Mechanisms,3D printing has some unique properties that let us design compliant mechanisms in new ways. This week I played around with the idea to make some fun and ...,manufacturing
2018,veVPwZNFP1A,3D Printed Bullet Puzzle #shorts,"_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ DISCLAIMER! These are not real bullets, they are just 3D Printed plastic Props, from a Puzzle. I do not encourage 3D ...",manufacturing
2019,rGO_TCb6aac,IdleOn! 3D Printer &amp; Printing Ores You Can&#39;t Mine,Buy me a coffee: https://ko-fi.com/ohhibukai Discord: ohhi Guild: https://discord.gg/tqXePZX4ej.,manufacturing
2020,dFsLuzcZoAQ,3D Printed Articulated Tiny Little Crab,#marsgizmo #shorts.,manufacturing
2021,MWyMRikmUag,A GIANT THANOS - 3D printing &amp; Painting Nstuff,3dprinting #avengers #thanos The tyrant king Thanos! Finally. The last piece of my Marvel Infinity Saga collection of props. Well…for the time being. This is a ...,manufacturing
2022,NNZ6QP7xKTQ,Eating A 3D Printed Steak,Links To Sources: Crab: https://www.youtube.com/watch?v=FndZlZnAlz4 Dog Scream: https://www.youtube.com/watch?v=uiVuEZFMfmY Drone Footage: ...,manufacturing
2023,56Cv3HEnIvQ,3D Printing Ceramics With The Cerambot Eazao : First Look,"The Eazao is a kickstarter, so do your own research before giving money. I personally wanted to play with ceramics enough that I backed their first kickstarter ...",manufacturing
2024,ZiQek0wei1g,3D printing bolt and thread in horizontal or vertical position - strength test,"In most cases bolts and threads are 3D printed in vertical position because in that case, they don't need a support. But I wanted to test is 3D printed machine ...",manufacturing
2025,rYNTua5fXxY,How to turn a 3D PRINT into METAL │ Lost PLA Metal Casting,Welcome to Robinson Foundry. In this video I will be using the lost PLA method to turn a 3d print into an awesome solid brass casting. I started by printing the ...,manufacturing
2026,sFcsN-RYFUw,3D Printed RC Under Water Drone - PART 1,"This is an underwater drone I made with a 3D printer and RC components I had at home. Instead of using a super long cable going from the drone to the pilot, ...",manufacturing
2027,uh5aN_Di8J0,"FreeCAD For Beginners p.1 - UI, Sketching, Constraints, Extruding, and 3D Printing","FreeCAD is open source. In this video I show you the basics of FreeCAD, including user interface, sketching, constraints, extruding, and exporting for 3d printing.",manufacturing
2028,CHFK5sY8ToE,Building The Ultimate assortment Cabinet! - 3D Printed assortment boxes!,I'm making the ultimate assortment cabinet Make sure to check out the new and updated version of these assortment boxes from my website ...,manufacturing
2029,MvZymtnfDwk,"3D print a Recorder, an Ocarina or a Kazoo - print a musical instrument!",Timestamps: 0:00 Recorders 3:35 Playing 3D printed recorders 6:02 Ocarinas 7:16 Kazoo.,manufacturing
2030,lB3M0vLS5Gw,My Custom 3D Printed Iron Man Suit (An Overview),Here's an in depth overview of the suit! Leave any questions you guys have in the comments!!! Konrad IG/TikTok: @dejota_craft Kiara IG/TikTok: ...,manufacturing
2031,XBoXp31PCo8,Essential (and obscure) 3D printing tools and spares,What tools and spares do you need to run your 3D printer? Here is my selection. The links below are affiliate Amazon links. You do not have to use them if you ...,manufacturing
2032,08dBVz8_VzU,How to Embed Magnets into any 3D Printed Design (Death Star),Let me know if you like this type of videos? (leave a comment ) And thank you very much to all my Subscribers and all you comments and ideas! ❤️ If you ...,manufacturing
2033,4TCH0itxLcI,Unbox Daily: Toy Box 3D Printer for Kids | The Last Toy You Will Ever Buy??,by request: This Saturday!! Check out the TOY BOX!! An ALL NEW Kid Friendly 3D printer designed to print out your toys!! Will this be the last toy you'll ever buy?,manufacturing
2034,GZOh1NzqzzU,Guide to crimp connectors on 3D printers - Take your wiring to the next level!,"If you have any wiring to do on your 3D printer or other CNC machine, you are going to need to crimp the correct connectors. By request, this video goes over all ...",manufacturing
2035,5zrpbw0_7Oc,Epic DIY 3D Printed Planeprint Eagle Build,79in RC 3D Printed Eagle full step by step build guide. I will show how you can take a few roles of PLA and build this awesome flying RC Eagle from Planeprint.,manufacturing
2036,3YKEey9vUuk,3D Printed Flexible Hand - 3D Print in Place,#marsgizmo #shorts.,manufacturing
2037,da5YVl8qm9Q,Compilation of 3D printed works #Fusion360,"Cad software Fusion360 Music ""Access Key"" from nash music library 00:00 Cyber revolver type remote control 04:40 PSP - Pulse Shot Portable 12:58 Cyber ...",manufacturing
2038,pk9PWUGkz7o,3D-printing a lunar base,"Could astronauts one day be printing rather than building a base on the Moon? In 2013 ESA, working with industrial partners, proved that 3D printing using lunar ...",manufacturing
2039,3N46jQ0Xi3c,3D printed rainbow filament,"Thank you very much to all my Subscribers! If you enjoy the videos, please Like and Subscribe ❤️, it helps me create more videos.. and I'll be forever grateful .",manufacturing
2040,tEbJV32GyYU,3D Printed Robot Arm,"This is a 3D printed robot arm. Credit to the design goes to Jeff Kerr, who goes by LoboCNC on Thingiverse. I show how to assemble the actuators since they are ...",manufacturing
2041,aRwotQVsSL4,9 3D Prints For Your Switch - 3D Printing Timelapse / octolapse Compilation prusa mk3s+,Here are some of the best 3d printed add-ons that I found for my nintedo switch console. Which of these would you use? Big thanks to zodiac 3d for supplying ...,manufacturing
2042,Hpvp2_edp8U,You’re Wrong About 3D Printing!,YouTube Shorts! IMO the best starter printer! Creality ender-3: https://bit.ly/2SF2p8n Also don't forget to check my entire YouTube for tutorials on learning to 3D ...,manufacturing
2043,848x-5rKhNk,What is Selective Laser Sintering (SLS) 3D Printing?,Selective Laser Sintering (SLS) is a subset of powder bed fusion-based 3D Printing. It's a fascinating technology that uses powder as a raw material instead of ...,manufacturing
2044,hmxjLpu2BvY,Printing a bicycle with a 3D printer,,manufacturing
2045,OXgxEMo9Kco,NEW Phrozen Sonic Mega 8K Resin 3D Printer + Chitubox Pro Subscription INFO,Checking out the Preorder information for the newly announced Phrozen3D Sonic Mega 8K Resin 3D Printer that has an early bird price of $1000! Plus news on ...,manufacturing
2046,iZeu8LAnTvw,How to Use 3D Printed Injection Molds for Low-Volume Production,"In this video, we've partnered with Multiplus to walk you through the steps of the injection molding process using 3D printed molds. #injectionmolding ...",manufacturing
2047,m_QhY1aABsE,Baby Groot -  3D Printing Time Lapse,"Time lapse video printing Baby Groot! Print time: Body took about 5h 30mins, and the head took another 5 hours to print. Model: ...",manufacturing
2048,yKW0z6C676Q,Flashforge Adventurer 4 Review -  The Best 3D Printer for Everyone!?,"Welcome back to Stu's Reviews! Today I take a look at the flashforge adventurer 4, to find out if this model could be the perfect 3d printer for the average user!",manufacturing
2049,4yyOOn7pWnA,3D Printed Friendly Flexible Slug (Print in Place),#marsgizmo #shorts.,manufacturing
2050,4PII917Yd-k,GIANT RC ROCKET PLANE!! 3D printed,"Amazon affiliate links (these help grow the channel, every purchase gets me a small percentage of the sale, it costs you nothing though!) Site where I get ...",manufacturing
2051,1-OTg4Q8t2U,How to Build RC 3D Printed ASK14 Glider - Planeprint,I will show step by step the full process to assemble this ASK14 Glider. I will show some flight video from the maiden flight. This glider has a 2.5 meter wing span ...,manufacturing
2052,ht4tbCiFxeM,Ph.D. Chemist Explains 3D Printer Resin,"Resin SLA printers use ultraviolet light to turn liquid resin into cool solid models- but how!?? We're gonna talk about the ingredients of these resins, we're gonna ...",manufacturing
2053,tC_z6jznFPY,PLA vs ABS | What&#39;s the Difference for 3D Printing?,If you have a 3D printer you know that there seems to be a divide with manufacturers recommending PLA and/or ABS for their systems. Some say they can print ...,manufacturing
2054,SObzNdyRTBs,3D printers print ten houses in 24 hours,A private company in Shanghai used 3D printers to print 10 full-sized houses in just one day.,manufacturing
2055,MAw2FK8y5i4,Perfect 3D Printer Bed Adhesives - from the Grocery Store!,Product links are affiliate links - I may earn a commission on qualifying purchases (at no extra cost to you) Read the article to this video here: ...,manufacturing
2056,m4i1SbIIMaA,How far can a 3d printer &quot;bridge&quot;???,How far can the Creality Ender 3 or CR10 Bridge? In this video we will find out. Bridging is possible because of the tensile strength of the filament. As long as the ...,manufacturing
2057,X5AZzOw7FwA,Will 3D Printing Change the World? | Off Book | PBS Digital Studios,"Much attention has been paid to 3D Printing lately, with new companies developing cheaper and more efficient consumer models that have wowed the tech ...",manufacturing
2058,1wqhdgqZtcM,3D print toys M1 Garand,If you like my video please help me like and share Click to subscribe and small bell. thank you. : ) A lot of people ask me where to buy the spring. Amazon sells it.,manufacturing
2059,-Tw7KmmVWj4,BEST 3D Printed 3D Flying RC Airplane - Planeprint,"Thank you so much for watching! If you like videos like this, consider buying me a coffee, it really supports me: https://www.buymeacoffee.com/troymcmillanrc ...",manufacturing
2060,McfVmBNaNuA,3D Printed Stackable PLANETARY GEARBOX - Unlimited Gear Ratio,"This planetary gearbox is designed specially to be easy to build and print, soo everyone can build. AND 3D PRINTING FILES ARE FREE: ...",manufacturing
2061,2hdq8wm3IWo,"Two Trees Sapphire Plus V1.1  CoreXY 3D Printer Unboxing, Assembly &amp; My Experience",Contact - hewagamagenisal189@gmail.com About the Printer Model: SAPPHIRE PLUS V1 Machine material:Sheet metal Number of nozzles:1 Nozzle ...,manufacturing
2062,zWaQNVGhuyU,Adam Savage&#39;s One Day Builds: 3D Print UV Curing Oven!,"As Adam becomes more familiar with the post-processing workflow for his new Formlabs 3L 3D printer, he goes through the rite of passage for SLA 3D printer ...",manufacturing
2063,adi_tjCwbUw,I Made these 3d Printed Boxes Even Better + Worktable upgrade,Some of my favorite tools: favorite 3d printer: http://shop.prusa3d.com/#a_aid=ALCH super glue: https://www.starbond.com/?rfsn=4808714.c5a1bc Small ...,manufacturing
2064,UwPWLCVekGc,Ben Heck Answers Your 3D Printing Questions,Ben responds to viewer's questions about 3-D printing by delivering a full tutorial! He covers the kinds of printers available as well as the basic parts and costs of ...,manufacturing
2065,qSJv802McT0,I see your 3d printed Mandalorian helmet and raise you a human scale LEGO Knight helmet!,The iconic LEGO Knight Helmet upscaled 2020% and 3D printed to human scale! I bought a very large 3d printer and spent way to much time working on this ...,manufacturing
2066,ZVHbyNAcQB0,Practical 3D Prints For Your Office Desk,A collection of 3D prints you can use at home or office! Printed on the Creality CR-20 Pro Get it from Creality store https://bit.ly/34rKqT8 Get it from Amazon ...,manufacturing
2067,upqTE8EPZIQ,3D Printing Design Tip To Avoid Supports - Sacrificial Layers and Bridges,"Want to send me something? go ahead (Normal mail as courier packages get returned): Attn: Joseph Casha P.O. Box 12 Constitution Street, Mosta, MST 9059 ...",manufacturing
2068,GfvqR2vGXQw,3D PRINTED CURSED GUN IMAGES,"We're back for another episode of Cursed Gun Images, this time focusing 100% on 3D printed abominations. Let's dive in... Link to the Pop D-Bag: ...",manufacturing
2069,IPzX8GeiNyg,This 3D PRINTED GUITAR sounds AMAZING...,"3D Printed Guitar, Amp, and Effects Pedals Like this video? Support 3D Printer Academy on Patreon: https://www.patreon.com/3DPrinterAcademy Want to learn ...",manufacturing
2070,9dnx_nVumQ0,The Best 3D Printer of 2021? Review of the Two Trees Bluer Plus,Could this printer be the perfect 3D Printer? It might just be! We review the Two Trees Bluer Plus which has every feature you could possibly want wrapped up in ...,manufacturing
2071,wR5Qc0W68Cg,"Scavenging mission, sailing, 3d printing struggles.",Follow me on instagram @SamHolmesSailing Amazon Wishlist: https://www.amazon.com/baby-reg/sam-holmes-may-2021-durham/WQRITYAF5M12 ...,manufacturing
2072,1WXHJn7z-hM,Phil Wang Amazed by 3D Printer That Makes a Mansion in a Week | Kevin McCloud&#39;s Rough Guide,"A 3D printer that makes a mansion in a week with recycled waste? Welcome to the future, in this clip from Kevin McCloud's Rough Guide to the Future! Subscribe ...",manufacturing
2073,touXgMJzXuI,3D Printing a Rugged Box,This is an interesting 3D Printed Rugged Box. It can be printed in multiple sizes and it can be used especially for the boardgames fans. What would you used it ...,manufacturing
2074,ru5N2d2n_4c,GIANT 3D PRINTER FROM SCRATCH (new version),"I've done another iteration of the big 3D printer, if you haven't seen the previous one, you can check it out here: https://youtu.be/albFKmWW4nA (part2) ...",manufacturing
2075,jNdUgTqyKKg,"Is 3D Printing Ethical? Sit and Talk with Matthew - June 5, 2021","Matthew talks about narrative campaigns, the ethics and legality of 3D printing, covering smaller games, and feeding his family.",manufacturing
2076,TOsB4Vhpkw0,3d Printed Gearbox + Drill Attempt #1 [Episode 3],This is the first attempt to spin this high gear ratio 3d printed gearbox using a cord-less drill. I also show you how to set up the gearbox it you want to try it out ...,manufacturing
2077,eoZH_fYhsEo,3D printing a Marble Race Maze for Halloween 2020,What shall I print next? Leave a comment And thank you very much to all my Subscribers! Good entry level 3D Printer which I recommend ...,manufacturing
2078,m1I3n0jf5pw,print-in-place cute little Lobster - fully assembled 3D Printed,"_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ If you enjoy the videos, please support me with a Like and Subscribe, it helps me create more videos.. and I'll be forever ...",manufacturing
2079,JWX1HBB_fjA,5 reasons 3D printing is useful - My favourite practical prints,Practical 3D printing is something that not might make sense to those who don't own 3D printers. There is a perception that 3D printing is just a novelty and only ...,manufacturing
2080,uuZxpvg3csM,Printer 3D Murah Dengan Detail GILAA!! ANYCUBIC PHOTON MONO,Saya sarankan temen temen chat penjualnya untuk mengetahui kebutuhan 3D printer temen temen. Nanti sales nya bakal nyaranin 3D printer yang bagus.,manufacturing
2081,yGpREbGV3qE,"Lebih besar dan lebih canggih, nyobain mesin printer 3 dimensi ANET ET5","lebih besar, lebih canggih dan lebih mantab, ini produk dari anet3dprinter, bisa cetak 3d sampai ukuran 30x30x40cm lho, bisa kita gunakan untuk membuat ...",manufacturing
2082,LWORSPYNKxc,3D Printed Toothpick Dispenser for Kitchen,#marsgizmo #shorts.,manufacturing
2083,TkRLT93FXYo,3D Printing TimeLapse / OctoLapse Compilation On The Creality Ender 3 3D Printer,MODELS: Spring loaded box - https://cults3d.com/en/3d-model/home/print-in-place-spring-loaded-box pcb gripper ...,manufacturing
2084,YsSm65DAcCg,3d-printed Halbach Motor - Building Instructions,"Step by step instructions for making the 600W, 3d-printed Halbach array brushless motor. Overview and building instructions: ...",manufacturing
2085,5hComh1hFzY,Fusion 360 Crash Course: Create your own designs for 3d printing!,Timestamps: 0:00 Intro 2:06 Basic Concepts 11:42 Phone Stand 20:48 Raspberry Pi Case Music from epidemicsound.com #3dprinting #fusion360.,manufacturing
2086,uK5UpkFKpGQ,Podcast #775 3D Printing For Everyone! With Vinh Nguyen &amp; FlyingRich  Hank Strange WMMF,"Podcast #775 3D Printing For Everyone! With Vinh Nguyen & FlyingRich Hank Strange WMMF ✓ US Law Shield Promo Code ""HANK"" for 2 Free Months on an ...",manufacturing
2087,IM2il-zT2fA,PERFECTLY sharp knifes! 3D PRINTED sharpening tool 🍴,3D print yourself a tool to perfectly sharpen your knifes! 3 years ago my first intention with this channel was to make tech and science content but also geeky ...,manufacturing
2088,N0yQxAfV9LU,Creality HALOT-SKY Resin LCD 3D Printer Global Launch Event,creality HALOT-SKY resin 3d printer is a new generation of flagship resin 3d printers. Unlimited innovation drives resin printing future. Learn more at: ...,manufacturing
2089,6TZ2R88rPoo,3D Printing Basics: Resin Printers! (Ep3),00:00 Resin Printers 00:48 Resin Prints vs. Filament Prints 01:46 Resin Printing Process 03:37 Costs of Printers and Components 04:53 Safety 05:47 Cleaning ...,manufacturing
2090,pS5OgZkf74Q,Watch this Startup 3D Print Their First Building with a COBOD BOD 2 [In FLORIDA!!],Printed farms is a construction start up that has recently purchased the first COBOD BOD 2 printer in America. This gantry style system has been seen in Europe ...,manufacturing
2091,IPFMXzxMJjI,3D Printing a Double Scissor Snake - Thingiverse,Shall I print a bigger one? Leave a comment And thank you very much to all my Subscribers! These are the filaments from Filament PM: ...,manufacturing
2092,hhvSeoTgiNw,ASMR Relax - Oversized Nut and Bolt - 3D Printing Ideas (using additive manufacturing),What shall I print next? Leave a comment And thank you very much to all my Subscribers! Good value 3D Printer which I recommend ...,manufacturing
2093,hJZb6tz-YL8,3D Printing for the Edentulous Arch,It's projected that there are more than 37 million edentulous patients in the United States. That number has increased in recent years due to population growth ...,manufacturing
2094,Emvo3bLT-Z4,My 3D Printed Harmonic Drive that Performs Surprisingly Well!,This is my 3D printed harmonic drive (strain wave gearbox). It's easily capable of 10NM torque output and has surprisingly little backlash and deflection even ...,manufacturing
2095,KIN3aLwzDV8,3D print toys Colt 1911 new,If you like my video please help me like and share Click to subscribe and small bell. thank you. : ) A lot of people ask me where to buy the spring. Amazon sells it.,manufacturing
2096,_HMKrLRex3I,WOW!Amazing 3D Printer | MINGDA Rock 3 Pro,"Yo What's up Guys, in this video im going to be unboxing and reviewing the Mingda Rock 3 Pro large volume 3D Printer. Links: US: https://amzn.to/3pa4o0N EU: ...",manufacturing
2097,aZXOrzNxX8g,3D PRINTED HOUSE! Is this the Future of Construction?,"VIDEO DESCRIPTION: Mighty Buildings is innovating home construction by creating a high-tech 3D printed Tiny House in just a few weeks, from order to ...",manufacturing
2098,7uXGCnW4_EU,3D Printed Off-Road RC Cars by 3D Sets,"3D Sets offers a selection of premium-quality off-road car models, which can be further enhanced with various accessories and upgrades. When you purchase ...",manufacturing
2099,MU0Cq_bjhy4,3D print supports EASY GUIDE by VOG (VegOilGuy),"Supporting 3D resin prints to get GREAT prints every time is easy! Just orientate to avoid islands and overhangs, raft, anchor, support and print. If that sounds ...",manufacturing
2100,xNUQ8EpHC-g,Boeing&#39;s futuristic technology to 3D print objects while levitating in space,Multiple 3D printers are used to simultaneously print various features. The printing material has diamagnetic properties. When super-cooled becomes a ...,manufacturing
2101,ReK0r9OdCes,Rotary Wankel RC Car (3D Printed),#rotary #rccar #3dprinted.,manufacturing
2102,nt3vQabIeyQ,Markforged Continuous Carbon Fibre 3D Printing - Unbreakable Parts,"How strong are Markforged parts? The answer- very! Drop us a message for more details on how we can improve the strength of your plastic parts, and replace ...",manufacturing
2103,FCEgrKVWNhI,"ICON 3D Prints Tiny Homes, Military Defense Structures &amp; Soon Much More | Meet the Team","After a HUUGE $35 Million A round from Icon, I got the chance to speak with founder Alexander Le Roux and Dmitri Julius, CTO & VP of Icon. On this somber day ...",manufacturing
2104,Pa4m9JwGzlA,Arc Bicycle | 3D-Printing stainless steel,A student team from TU Delft in the Netherlands designed and produced a fully functional 3D printed stainless steel bicycle. The students achieved the goal of ...,manufacturing
2105,RVB2JreIcoc,3D Printed Contour Profile Copy Tool - DIY Project,What shall I print next? Leave a comment And thank you very much to all my Subscribers! _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ The 3D Printer from this ...,manufacturing
2106,mCzHH3fE5V0,Tested: ResinLapse 3D Printing on Elegoo Saturn!,"We test the Elegoo Saturn resin mSLA 3D printer, and capture our test prints using a new time-lapse accessory developed by Uncle Jessy and Andrew Sink!",manufacturing
2107,w9sXqxccRPM,Eco-sustainable 3D printed house - Tecla,"WASP (Italy's pioneering specialists in 3D printing) has completed the printing phase of the TECLA supporting structure, the first and unique fully 3D printed ...",manufacturing
2108,SvM7jFZGAec,New Story + ICON : 3D Printed Homes for the Developing World,"3Dhome.org - The first permitted, 3D-printed home created specifically for the developing world was unveiled today in Austin, Texas by New Story, the non-profit ...",manufacturing
2109,Jd212jZDUIc,"Drugs, cash, luxury items and 3D-printed submachine guns seized in NSW police raids | 7NEWS",A Georges Hall father of two is behind bars accused of a role in an international gun ring selling hi-tech homemade firearms here in NSW. Police are still working ...,manufacturing
2110,-Z-HdQ-NCrE,"😅 ARK Invest&#39;s Mistake on 3D Printing | ARKK, ARKQ, and PRNT are all Missing These Big Ideas","ARK Invest has prominently featured 3D printing in ARKK, ARKQ, PRNT and mentioned it as an enabling technology ARKX. Cathie Wood has been holding ...",manufacturing
2111,hF1nVF2kdn0,3D Printing illusion hexagons with magnets,What shall I print next? Leave a comment And thank you very much to all my Subscribers! Good entry level 3D Printer which I recommend ...,manufacturing
2112,fTILUquSzEg,3D Printed Vase with Filament Insert Highlights,Leave a comment what shall I 3D Print next. And thank you very much to all my Subscribers! ❤️ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ Good 3D Printer ...,manufacturing
2113,RgsOYPM0z_s,3D Print in Place - Flexible Scorpion,#marsgizmo #shorts.,manufacturing
2114,6yvPifdYuGg,"$750 vs $275 FDM Printers, Did I Waste $750 Purchasing A Prusa.","I bought the Prusa a while ago, 7 weeks to be exact, in that time i recieved the FLSUN Q5 and its a printer that really blew me away. The quality and ...",manufacturing
2115,Je6nVap7ka0,Space Factories - Building 3D Printed SpaceCraft in Space.,"Building spacecraft on earth and then launching them into space is fine for small things, even the ISS isn't that big but if we really want to make larger spacecraft ...",manufacturing
2116,kLEQqeVj0Oc,Satori VL2800 Large Resin 3D Printer Kickstarter,I wanted to take a look at the info that we can see on the new Satori 6K Mono Screen Resin 3D Printer Kickstarter Campaign that is designed to be a direct ...,manufacturing
2117,8cNeAOpR-Ws,3D Printed Sheet Metal Forming (Part 2),In this video I show more techniques for 3D printed sheet metal press forming tools. I improve over my previous designs by making a tool with a moving action as ...,manufacturing
2118,0WTns1ItVss,How to Copy (almost) Any Object,... a 3D printed piece of bread? Head on over to instagram and follow the rules for the giveaway! Good luck! http://www.instagram.com/p/Bg_Y8nqA66k/ Some of ...,manufacturing
2119,iR6OBlSzp7I,Threaded Inserts in 3D Prints - How strong are they?,I've tested the strength of brass threaded inserts and will compare it to cut threads and 3D printed threads. Let's find out if it's worth adding these metal parts to ...,manufacturing
2120,mx13cSyPLco,3D Printed Levitating Pen Holder - 3D Printing Timelapse,3D Printed Levitating Pen Holder - 3D Printing Timelapse • Buy MakerPlate here ➙ https://cutt.ly/eng-maker30 • FOLLOW US - Instagram ...,manufacturing
2121,D1h968apFaw,HUGE Resin Printer - First Impressions of the Peopoly Phenom mSLA 3d Printer,"Peopoly has the Phenom - a HUGE resin mSLA resin 3d printer, capable of printing MASSIVE objects out of 405nm curable resin! 1/5th the cost of the Form 3L ...",manufacturing
2122,EBVBMvhi4Y0,Testing 3D Printed Water Pump Impellers - Which One Performs the Best?,Testing out four 3D printed turbine designs. The water pump is powered by a 775 electric motor and the power supply is a power drill battery (3.0ah NiCad).,manufacturing
2123,hQoUn8IRr30,3D Printing an Articulated Beetle,My affiliate links: Silk Gold Filament: https://geni.us/v5Bwq White PLA filament: https://geni.us/0AUGd0C Red PLA filament: https://geni.us/RpCQ Fillamentum ...,manufacturing
2124,gfMyGad1Gmc,5 Fiber-Like Tools That Can Now Be 3D-Printed!,"We would like to thank our generous Patreon supporters who make Two Minute Papers possible: Aleksandr Mashrabov, Alex Haro, Alex Serban, Andrew ...",manufacturing
2125,9YaJ0wSKKHA,Extrusion Width - The magic parameter for strong 3D prints?,Check out the all new CNCKitchen.com (work in progress) ! Extrusion width defines how wide the lines of extruded material are. Higher values require more ...,manufacturing
2126,jqDYAlaZwCY,The process of 3D Printing a stand for Amazon Alexa Echo Show 5,You asked me in the previous video to show you the process. What do you think? And thank you very much to all my Subscribers! ❤️ You can Download the ...,manufacturing
2127,XtrzWgnlUy8,3D Printed CZ Scorpion Evo 3!!!,Welcome back to another episode of Print Shoot Repeat! In this video we test out our first 3D printed CZ Scorpion Evo: The AWCY? Scz0rpion. My printer: ...,manufacturing
2128,FLAZR3MV2c0,Best 3D Printing Timelapses on the Creality Ender 3 3D Printer (octolapse timelapse Prusa i3),Hope you're all staying safe! Here are some satisfying 3d printing timelapses to help pass the time indoors! Enjoy ;) Shot on the creality ender 3 machine.,manufacturing
2129,9p3vkatQlsQ,3D Printing a Valentines Day Animated Heart,Wish you all a Happy Valentines day! And thank you very much to all my Subscribers! ❤️ A good 3D Printed with bed leveling which I recommend ...,manufacturing
2130,MQ8dy_4DVfE,Lightweight 3D Printing,"Tutorial that goes through how you can design your own lightweight 3D printed parts! 3D printing certainly has it's place in terms of prototyping, but I also believe ...",manufacturing
2131,AAEOijQNfSU,Golden Hand - 3D Printed?,#marsgizmo #shorts.,manufacturing
